Domain,Base Domain,Canonical URL,Live,Redirect,Redirect To,Valid HTTPS,Defaults to HTTPS,Downgrades HTTPS,Strictly Forces HTTPS,HTTPS Bad Chain,HTTPS Bad Hostname,HTTPS Expired Cert,HTTPS Self Signed Cert,HSTS,HSTS Header,HSTS Max Age,HSTS Entire Domain,HSTS Preload Ready,HSTS Preload Pending,HSTS Preloaded,Base Domain HSTS Preloaded,Domain Supports HTTPS,Domain Enforces HTTPS,Domain Uses Strong HSTS,Unknown Error
cdfifund.gov,cdfifund.gov,https://www.cdfifund.gov,True,False,,True,True,False,False,False,False,False,False,True,max-age=31536000 ; preload,31536000,False,False,False,False,False,True,True,True,False
ce-ncsc.gov,ce-ncsc.gov,http://ce-ncsc.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
cebaf.gov,cebaf.gov,http://cebaf.gov,True,True,https://www.jlab.org/,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
cecc.gov,cecc.gov,https://www.cecc.gov,True,False,,True,True,False,False,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,False,False,False,False,False,True,True,True,False
cendi.gov,cendi.gov,https://cendi.gov,True,False,,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
census.gov,census.gov,http://census.gov,True,False,,True,False,False,False,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,False,True,False
cep.gov,cep.gov,https://cep.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
cerebrosano.gov,cerebrosano.gov,http://cerebrosano.gov,True,True,https://brainhealth.nia.nih.gov/es/,False,False,False,False,True,False,False,False,True,max-age=63072000; includeSubdomains;,63072000,True,False,False,False,False,True,False,True,False
cfa.gov,cfa.gov,https://www.cfa.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
cfda.gov,cfda.gov,https://cfda.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=63072000; includeSubdomains; preload,63072000,True,True,False,False,False,True,True,True,False
cfo.gov,cfo.gov,https://cfo.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
cfoc.gov,cfoc.gov,http://www.cfoc.gov,True,True,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
cfpa.gov,cfpa.gov,https://cfpa.gov,True,True,https://www.consumerfinance.gov/,True,True,False,False,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
cfpb.gov,cfpb.gov,https://cfpb.gov,True,True,https://www.consumerfinance.gov/,True,True,False,False,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
cftc.gov,cftc.gov,http://www.cftc.gov,True,False,,True,False,True,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
challenge.gov,challenge.gov,https://www.challenge.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,True,False,False,False,True,True,True,False
challenges.gov,challenges.gov,http://challenges.gov,True,True,https://www.challenge.gov/list/,True,False,False,True,False,False,False,False,True,max-age=31536000;,31536000,False,False,False,False,False,True,True,True,False
changeofaddress.gov,changeofaddress.gov,http://changeofaddress.gov,True,True,https://www.usps.com/root/global/server_responses/anyapp_outage_apology.htm,False,False,False,True,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
chcoc.gov,chcoc.gov,https://chcoc.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubdomains,31536000,True,False,False,False,False,True,True,True,False
chemsafety.gov,chemsafety.gov,http://chemsafety.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
childreninadversity.gov,childreninadversity.gov,https://www.childreninadversity.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
childstats.gov,childstats.gov,https://www.childstats.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; preload,31536000,False,False,False,False,False,True,True,True,False
childwelfare.gov,childwelfare.gov,https://childwelfare.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
china-commission.gov,china-commission.gov,http://china-commission.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
chinacommission.gov,chinacommission.gov,https://chinacommission.gov,True,False,,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
choosemyplate.gov,choosemyplate.gov,https://www.choosemyplate.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000;,31536000,False,False,False,False,False,True,True,True,False
cia.gov,cia.gov,https://www.cia.gov,True,False,,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
cigie.gov,cigie.gov,http://cigie.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
cio.gov,cio.gov,https://www.cio.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
ciso.gov,ciso.gov,http://ciso.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
citizencorps.gov,citizencorps.gov,https://citizencorps.gov,True,True,https://www.ready.gov/citizen-corps,True,True,False,False,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
citizencosponsors.gov,citizencosponsors.gov,http://citizencosponsors.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
citizens.gov,citizens.gov,http://citizens.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
citizenscience.gov,citizenscience.gov,https://www.citizenscience.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
civilrightsusa.gov,civilrightsusa.gov,http://civilrightsusa.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
cjis.gov,cjis.gov,https://www.cjis.gov,True,False,,True,True,False,False,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
climate.gov,climate.gov,https://www.climate.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
clinicaltrial.gov,clinicaltrial.gov,http://clinicaltrial.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
clinicaltrials.gov,clinicaltrials.gov,https://clinicaltrials.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
clintonlibrary.gov,clintonlibrary.gov,https://www.clintonlibrary.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
cloud.gov,cloud.gov,https://cloud.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
cms.gov,cms.gov,https://www.cms.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
cmts.gov,cmts.gov,http://www.cmts.gov,True,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
cncs.gov,cncs.gov,http://cncs.gov,True,True,https://www.nationalservice.gov/,False,False,False,True,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
cncsoig.gov,cncsoig.gov,https://www.cncsoig.gov,True,False,,True,True,False,False,False,False,False,False,True,max-age:31536000; includeSubDomains,31536000,False,False,False,False,False,True,True,True,False
cns.gov,cns.gov,http://cns.gov,True,True,https://www.nationalservice.gov/,False,False,False,True,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
cnss.gov,cnss.gov,https://www.cnss.gov,True,False,,False,True,False,True,True,False,False,True,False,,,False,False,False,False,False,True,True,False,False
coastalamerica.gov,coastalamerica.gov,http://coastalamerica.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
code.gov,code.gov,https://code.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
collegedrinkingprevention.gov,collegedrinkingprevention.gov,https://www.collegedrinkingprevention.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
collegenavigator.gov,collegenavigator.gov,http://collegenavigator.gov,True,True,https://nces.ed.gov/collegenavigator/,False,False,False,True,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
commerce.gov,commerce.gov,https://www.commerce.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
complaintreferralexpress.gov,complaintreferralexpress.gov,https://www.complaintreferralexpress.gov,True,False,,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
compliance.gov,compliance.gov,https://compliance.gov,True,False,,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
comptrollerofthecurrency.gov,comptrollerofthecurrency.gov,https://comptrollerofthecurrency.gov,True,False,,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
computersforlearning.gov,computersforlearning.gov,https://computersforlearning.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
congress.gov,congress.gov,https://congress.gov,True,False,,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
congressionaldirectory.gov,congressionaldirectory.gov,https://congressionaldirectory.gov,True,True,https://www.gpo.gov/fdsys/browse/collection.action?collectionCode=CDIR,True,True,False,True,False,False,False,False,True,max-age=31536000; preload,31536000,False,False,False,False,False,True,True,True,False
congressionalrecord.gov,congressionalrecord.gov,https://congressionalrecord.gov,True,True,https://www.gpo.gov/fdsys/browse/collection.action?collectionCode=CREC,True,True,False,True,False,False,False,False,True,max-age=31536000; preload,31536000,False,False,False,False,False,True,True,True,False
connect.gov,connect.gov,https://connect.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
consumer.gov,consumer.gov,https://www.consumer.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
consumeraction.gov,consumeraction.gov,http://consumeraction.gov,True,True,https://www.usa.gov,True,False,False,True,False,False,False,False,True,max-age=31536000;,31536000,False,False,False,False,False,True,True,True,False
consumerbureau.gov,consumerbureau.gov,https://consumerbureau.gov,True,True,https://www.consumerfinance.gov/,True,True,False,False,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
consumerfinance.gov,consumerfinance.gov,https://www.consumerfinance.gov,True,False,,True,True,False,False,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
consumerfinancial.gov,consumerfinancial.gov,https://consumerfinancial.gov,True,True,https://www.consumerfinance.gov/,True,True,False,False,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
consumerfinancialbureau.gov,consumerfinancialbureau.gov,https://consumerfinancialbureau.gov,True,True,https://www.consumerfinance.gov/,True,True,False,False,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
consumerfinancialprotectionbureau.gov,consumerfinancialprotectionbureau.gov,https://www.consumerfinancialprotectionbureau.gov,True,True,https://www.consumerfinance.gov/,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
consumerprotection.gov,consumerprotection.gov,https://consumerprotection.gov,True,True,https://www.consumerfinance.gov/,True,True,False,False,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
consumerprotectionbureau.gov,consumerprotectionbureau.gov,https://consumerprotectionbureau.gov,True,True,https://www.consumerfinance.gov/,True,True,False,False,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
